unique_id,ds,y,y_hat_naive2
D260,1970-10-11,1111.25,1090.532944634243
D260,1970-10-12,1118.12,1091.3496868243067
D260,1970-10-13,1122.81,1091.88
D261,1970-09-30,1092.19,1091.8426690422332
D261,1970-10-01,1093.12,1092.0452329665995
D261,1970-10-02,1091.88,1092.200868435592
D261,1970-10-03,1112.81,1091.9274326029174
D261,1970-10-04,1109.06,1090.4269945870797
D261,1970-10-05,1109.38,1090.5207481059829
D261,1970-10-06,1099.38,1092.5
D261,1970-10-07,1104.38,1091.8426690422332
D261,1970-10-08,1110.0,1092.0452329665995
D261,1970-10-09,1109.06,1092.200868435592
D261,1970-10-10,1108.75,1091.9274326029174
D261,1970-10-11,1119.06,1090.4269945870797
D261,1970-10-12,1124.69,1090.5207481059829
D261,1970-10-13,1124.38,1092.5
D262,1970-09-30,1090.0,1087.232995433713
D262,1970-10-01,1085.0,1088.3410511285908
D262,1970-10-02,1090.31,1087.6912396942284
D262,1970-10-03,1109.06,1086.4350499540894
D262,1970-10-04,1100.0,1086.3418271747344
D262,1970-10-05,1092.19,1086.558404221659
D262,1970-10-06,1095.62,1088.44
D262,1970-10-07,1103.44,1087.232995433713
D262,1970-10-08,1104.38,1088.3410511285908
D262,1970-10-09,1102.5,1087.6912396942284
D262,1970-10-10,1107.19,1086.4350499540894
D262,1970-10-11,1114.38,1086.3418271747344
D262,1970-10-12,1122.81,1086.558404221659
D262,1970-10-13,1118.75,1088.44
D263,1970-09-03,1126.25,1117.6444647040935
D263,1970-09-04,1126.25,1117.6458767113902
D263,1970-09-05,1116.88,1117.454087789213
D263,1970-09-06,1108.12,1118.1367622211937
D263,1970-09-07,1114.69,1120.443091863019
D263,1970-09-08,1123.75,1118.2581930372278
D263,1970-09-09,1120.31,1118.44
D263,1970-09-10,1123.12,1117.6444647040935
D263,1970-09-11,1126.88,1117.6458767113902
D263,1970-09-12,1128.75,1117.454087789213
D263,1970-09-13,1124.38,1118.1367622211937
D263,1970-09-14,1136.88,1120.443091863019
D263,1970-09-15,1132.5,1118.2581930372278
D263,1970-09-16,1138.44,1118.44
D264,1971-05-20,1121.56,1115.3232973160623
D264,1971-05-21,1115.94,1115.2905691952346
D264,1971-05-22,1106.25,1115.7361968055798
D264,1971-05-23,1107.81,1116.8483282664408
D264,1971-05-24,1109.06,1118.1056832817246
D264,1971-05-25,1119.38,1116.7226953624129
D264,1971-05-26,1120.31,1117.5
D264,1971-05-27,1121.56,1115.3232973160623
D264,1971-05-28,1122.81,1115.2905691952346
D264,1971-05-29,1123.12,1115.7361968055798
D264,1971-05-30,1123.12,1116.8483282664408
D264,1971-05-31,1130.0,1118.1056832817246
D264,1971-06-01,1132.19,1116.7226953624129
D264,1971-06-02,1135.0,1117.5
D265,1970-09-03,1126.25,1124.3924473496488
D265,1970-09-04,1118.75,1123.8811585871595
D265,1970-09-05,1108.12,1124.3457089738354
D265,1970-09-06,1114.69,1125.6117533397662
D265,1970-09-07,1124.38,1125.9832748620972
D265,1970-09-08,1120.31,1124.2945696900945
D265,1970-09-09,1123.12,1125.31
D265,1970-09-10,1126.25,1124.3924473496488
D265,1970-09-11,1128.44,1123.8811585871595
D265,1970-09-12,1124.06,1124.3457089738354
D265,1970-09-13,1136.56,1125.6117533397662
D265,1970-09-14,1130.62,1125.9832748620972
D265,1970-09-15,1138.44,1124.2945696900945
D265,1970-09-16,1137.5,1125.31
D266,1970-10-03,1064.06,1069.1538754151663
D266,1970-10-04,1058.75,1071.199000039256
D266,1970-10-05,1055.0,1070.7492261720631
D266,1970-10-06,1056.88,1069.8717219904029
D266,1970-10-07,1050.94,1069.795600065399
D266,1970-10-08,1052.5,1070.27617724646
D266,1970-10-09,1054.06,1070.31
D266,1970-10-10,1050.0,1069.1538754151663
D266,1970-10-11,1047.19,1071.199000039256
D266,1970-10-12,1043.12,1070.7492261720631
D266,1970-10-13,1065.94,1069.8717219904029
D266,1970-10-14,1060.62,1069.795600065399
D266,1970-10-15,1067.81,1070.27617724646
D266,1970-10-16,1064.06,1070.31
D267,1970-10-03,1064.69,1071.4229013327156
D267,1970-10-04,1059.69,1072.490801945054
D267,1970-10-05,1059.06,1072.0069465622623
D267,1970-10-06,1064.38,1071.82945936106
D267,1970-10-07,1053.12,1071.772635128416
D267,1970-10-08,1054.38,1072.1514512917522
D267,1970-10-09,1054.06,1071.25
D267,1970-10-10,1052.81,1071.4229013327156
D267,1970-10-11,1049.69,1072.490801945054
D267,1970-10-12,1067.19,1072.0069465622623
D267,1970-10-13,1065.94,1071.82945936106
D267,1970-10-14,1068.44,1071.772635128416
D267,1970-10-15,1071.25,1072.1514512917522
D267,1970-10-16,1068.12,1071.25
D268,1970-10-03,1053.44,1062.3843280269505
D268,1970-10-04,1054.38,1064.1819725984853
D268,1970-10-05,1051.88,1062.0587270996816
D268,1970-10-06,1050.94,1062.9268183005813
D268,1970-10-07,1048.44,1063.6522921020173
D268,1970-10-08,1046.88,1062.5366631757522
D268,1970-10-09,1045.31,1063.12
D268,1970-10-10,1047.19,1062.3843280269505
D268,1970-10-11,1042.19,1064.1819725984853
D268,1970-10-12,1043.12,1062.0587270996816
D268,1970-10-13,1059.06,1062.9268183005813
D268,1970-10-14,1058.44,1063.6522921020173
D268,1970-10-15,1064.06,1062.5366631757522
D268,1970-10-16,1063.75,1063.12
D269,1970-10-03,1058.44,1066.6989951065068
D269,1970-10-04,1055.94,1067.485165427258
D269,1970-10-05,1057.81,1065.7565646114608
D269,1970-10-06,1051.56,1066.6538124159072
D269,1970-10-07,1052.5,1067.0963519363208
D269,1970-10-08,1053.44,1066.2263653431544
D269,1970-10-09,1049.06,1065.62
D269,1970-10-10,1052.5,1066.6989951065068
D269,1970-10-11,1043.12,1067.485165427258
D269,1970-10-12,1065.62,1065.7565646114608
D269,1970-10-13,1060.31,1066.6538124159072
D269,1970-10-14,1066.88,1067.0963519363208
D269,1970-10-15,1064.69,1066.2263653431544
D269,1970-10-16,1066.88,1065.62
D27,1971-11-05,1702.2,1719.404329205625
D27,1971-11-06,1703.92,1719.5895226185871
D27,1971-11-07,1686.48,1720.3302843230401
D27,1971-11-08,1697.53,1719.581410502257
D27,1971-11-09,1721.07,1718.1687351411858
D27,1971-11-10,1739.78,1718.7123238859533
D27,1971-11-11,1730.1,1718.19
D27,1971-11-12,1761.7,1719.404329205625
D27,1971-11-13,1758.12,1719.5895226185871
D27,1971-11-14,1753.86,1720.3302843230401
D27,1971-11-15,1742.12,1719.581410502257
D27,1971-11-16,1755.72,1718.1687351411858
D27,1971-11-17,1745.95,1718.7123238859533
D27,1971-11-18,1749.62,1718.19
D270,1970-07-16,1198.12,1207.7777050977782
D270,1970-07-17,1195.94,1209.3357359897013
D270,1970-07-18,1206.88,1209.2819287797292
D270,1970-07-19,1208.75,1208.553108824367
D270,1970-07-20,1206.88,1208.029277727463
D270,1970-07-21,1207.81,1208.4533405102402
D270,1970-07-22,1214.38,1207.19
D270,1970-07-23,1228.44,1207.7777050977782
D270,1970-07-24,1228.75,1209.3357359897013
D270,1970-07-25,1231.25,1209.2819287797292
D270,1970-07-26,1240.94,1208.553108824367
D270,1970-07-27,1231.88,1208.029277727463
D270,1970-07-28,1219.38,1208.4533405102402
D270,1970-07-29,1204.69,1207.19
D271,1970-07-16,1200.94,1208.76759364218
D271,1970-07-17,1210.94,1209.7253436894196
D271,1970-07-18,1213.44,1210.2556957804002
D271,1970-07-19,1218.75,1209.566765746787
D271,1970-07-20,1210.62,1209.0961872625157
D271,1970-07-21,1215.31,1208.5929523533985
D271,1970-07-22,1228.12,1209.69
D271,1970-07-23,1234.69,1208.76759364218
D271,1970-07-24,1235.31,1209.7253436894196
D271,1970-07-25,1241.88,1210.2556957804002
D271,1970-07-26,1243.75,1209.566765746787
D271,1970-07-27,1233.75,1209.0961872625157
D271,1970-07-28,1221.25,1208.5929523533985
D271,1970-07-29,1210.62,1209.69
D272,1970-07-16,1191.56,1193.5263949013377
D272,1970-07-17,1195.94,1195.9977838972313
D272,1970-07-18,1201.25,1195.8846508896916
D272,1970-07-19,1202.19,1195.4551575842754
D272,1970-07-20,1198.12,1195.19874481667
D272,1970-07-21,1207.81,1194.1723146911786
D272,1970-07-22,1211.56,1195.0
D272,1970-07-23,1223.44,1193.5263949013377
D272,1970-07-24,1223.75,1195.9977838972313
D272,1970-07-25,1231.25,1195.8846508896916
D272,1970-07-26,1228.75,1195.4551575842754
D272,1970-07-27,1218.44,1195.19874481667
D272,1970-07-28,1205.94,1194.1723146911786
D272,1970-07-29,1198.75,1195.0
D273,1970-07-16,1195.62,1202.1278930696296
D273,1970-07-17,1206.88,1203.8981197975015
D273,1970-07-18,1211.56,1204.9063687171956
D273,1970-07-19,1204.69,1203.6234097796503
D273,1970-07-20,1206.56,1203.244819559065
D273,1970-07-21,1214.06,1203.0262170169688
D273,1970-07-22,1227.5,1205.0
D273,1970-07-23,1227.19,1202.1278930696296
D273,1970-07-24,1230.94,1203.8981197975015
D273,1970-07-25,1240.0,1204.9063687171956
D273,1970-07-26,1230.62,1203.6234097796503
D273,1970-07-27,1219.69,1203.244819559065
D273,1970-07-28,1207.5,1203.0262170169688
D273,1970-07-29,1208.12,1205.0
D274,1970-08-07,1156.25,1147.2118643175831
D274,1970-08-08,1158.12,1148.4251545302232
D274,1970-08-09,1162.5,1150.373789776887
D274,1970-08-10,1161.56,1151.2719515997192
D274,1970-08-11,1157.19,1151.5879964268859
D274,1970-08-12,1162.5,1150.3185333076171
D274,1970-08-13,1167.5,1149.69
D274,1970-08-14,1167.19,1147.2118643175831
D274,1970-08-15,1168.75,1148.4251545302232
D274,1970-08-16,1153.44,1150.373789776887
D274,1970-08-17,1159.38,1151.2719515997192
D274,1970-08-18,1144.06,1151.5879964268859
D274,1970-08-19,1132.19,1150.3185333076171
D274,1970-08-20,1120.94,1149.69
D275,1970-08-07,1161.56,1155.7442327766717
D275,1970-08-08,1161.88,1157.70481695745
D275,1970-08-09,1163.75,1160.0534870591296
D275,1970-08-10,1164.69,1159.4672546497998
D275,1970-08-11,1166.88,1160.1477678630472
D275,1970-08-12,1169.06,1158.5419871010595
D275,1970-08-13,1170.0,1158.75
D275,1970-08-14,1171.56,1155.7442327766717
D275,1970-08-15,1168.75,1157.70481695745
D275,1970-08-16,1156.88,1160.0534870591296
D275,1970-08-17,1162.81,1159.4672546497998
D275,1970-08-18,1145.31,1160.1477678630472
D275,1970-08-19,1132.5,1158.5419871010595
D275,1970-08-20,1130.94,1158.75
D276,1970-08-07,1153.44,1141.507931237774
D276,1970-08-08,1154.06,1145.2165475333845
D276,1970-08-09,1155.62,1145.9659426997239
D276,1970-08-10,1155.94,1147.042295737696
D276,1970-08-11,1154.69,1146.2987805629928
D276,1970-08-12,1162.5,1145.0694910161335
D276,1970-08-13,1165.31,1145.62
D276,1970-08-14,1165.31,1141.507931237774
D276,1970-08-15,1149.06,1145.2165475333845
D276,1970-08-16,1149.69,1145.9659426997239
D276,1970-08-17,1139.06,1147.042295737696
D276,1970-08-18,1131.88,1146.2987805629928
D276,1970-08-19,1123.75,1145.0694910161335
D276,1970-08-20,1120.31,1145.62
D277,1970-08-07,1158.75,1153.945778599719
D277,1970-08-08,1160.31,1157.4386317671062
D277,1970-08-09,1162.5,1159.2412663587606
D277,1970-08-10,1159.06,1159.0221868313765
D277,1970-08-11,1162.5,1158.305235275355
D277,1970-08-12,1166.88,1157.7196903409433
D277,1970-08-13,1165.62,1158.12
D277,1970-08-14,1169.06,1153.945778599719
D277,1970-08-15,1151.25,1157.4386317671062
D277,1970-08-16,1155.0,1159.2412663587606
D277,1970-08-17,1141.88,1159.0221868313765
D277,1970-08-18,1133.44,1158.305235275355
D277,1970-08-19,1127.19,1157.7196903409433
D277,1970-08-20,1125.31,1158.12
D278,1970-09-11,1087.81,1090.7681116990977
D278,1970-09-12,1090.62,1092.8075269748406
D278,1970-09-13,1094.69,1092.083218513529
D278,1970-09-14,1100.94,1092.2364976817944
D278,1970-09-15,1102.81,1091.8143303660884
D278,1970-09-16,1105.31,1088.9763071808698
D278,1970-09-17,1110.94,1087.5
D278,1970-09-18,1115.0,1090.7681116990977
D278,1970-09-19,1120.0,1092.8075269748406
D278,1970-09-20,1121.25,1092.083218513529
D278,1970-09-21,1114.38,1092.2364976817944
D278,1970-09-22,1107.19,1091.8143303660884
D278,1970-09-23,1106.25,1088.9763071808698
D278,1970-09-24,1110.94,1087.5
D279,1970-09-11,1076.56,1088.57630099809
D279,1970-09-12,1089.69,1090.0972429873261
D279,1970-09-13,1094.69,1089.4814879665348
D279,1970-09-14,1090.94,1089.9718557975416
D279,1970-09-15,1100.94,1088.7529685877462
D279,1970-09-16,1102.81,1085.7453708301693
D279,1970-09-17,1109.06,1086.56
D279,1970-09-18,1114.06,1088.57630099809
D279,1970-09-19,1116.25,1090.0972429873261
D279,1970-09-20,1111.25,1089.4814879665348
D279,1970-09-21,1103.75,1089.9718557975416
D279,1970-09-22,1103.12,1088.7529685877462
D279,1970-09-23,1106.25,1085.7453708301693
D279,1970-09-24,1110.0,1086.56
D28,1972-04-29,424.27,423.9158894891988
D28,1972-04-30,424.27,423.4769324612772
D28,1972-05-01,428.16,423.6231444835885
D28,1972-05-02,426.21,423.14622520401707
D28,1972-05-03,429.13,423.3273977565531
D28,1972-05-04,430.1,424.3213741772513
D28,1972-05-05,431.07,424.2699999999999
D28,1972-05-06,431.07,423.9158894891988
D28,1972-05-07,426.21,423.4769324612772
D28,1972-05-08,423.3,423.6231444835885
D28,1972-05-09,421.36,423.14622520401707
D28,1972-05-10,420.39,423.3273977565531
D28,1972-05-11,432.04,424.3213741772513
D28,1972-05-12,420.39,424.2699999999999
D280,1970-09-11,1093.44,1094.171053448243
D280,1970-09-12,1091.88,1094.794842694641
D280,1970-09-13,1097.81,1094.4552320658368
D280,1970-09-14,1104.69,1094.7314899518692
D280,1970-09-15,1105.31,1093.329973195528
D280,1970-09-16,1111.25,1090.1063833984067
D280,1970-09-17,1114.38,1091.88
D280,1970-09-18,1122.19,1094.171053448243
D280,1970-09-19,1122.5,1094.794842694641
D280,1970-09-20,1113.75,1094.4552320658368
D280,1970-09-21,1104.69,1094.7314899518692
D280,1970-09-22,1105.31,1093.329973195528
D280,1970-09-23,1111.88,1090.1063833984067
D280,1970-09-24,1119.06,1091.88
D281,1970-07-27,1110.62,1113.2658543837963
D281,1970-07-28,1129.06,1113.6355313688941
D281,1970-07-29,1133.75,1113.8500809651314
D281,1970-07-30,1135.31,1113.0633301183098
D281,1970-07-31,1131.88,1110.5486641679604
D281,1970-08-01,1124.38,1108.02756275329
D281,1970-08-02,1126.56,1110.31
D281,1970-08-03,1120.31,1113.2658543837963
D281,1970-08-04,1127.81,1113.6355313688941
D281,1970-08-05,1138.12,1113.8500809651314
D281,1970-08-06,1140.94,1113.0633301183098
D281,1970-08-07,1142.81,1110.5486641679604
D281,1970-08-08,1145.62,1108.02756275329
D281,1970-08-09,1147.19,1110.31
D282,1970-07-27,1104.69,1102.339236547733
D282,1970-07-28,1110.0,1101.3508141860134
D282,1970-07-29,1124.69,1101.7808851776854
D282,1970-07-30,1125.0,1101.4224972948311
D282,1970-07-31,1117.19,1097.7283733936044
D282,1970-08-01,1116.88,1097.1465573607363
D282,1970-08-02,1111.88,1097.81
D282,1970-08-03,1110.62,1102.339236547733
D282,1970-08-04,1116.56,1101.3508141860134
D282,1970-08-05,1128.12,1101.7808851776854
D282,1970-08-06,1131.25,1101.4224972948311
D282,1970-08-07,1129.06,1097.7283733936044
D282,1970-08-08,1138.75,1097.1465573607363
D282,1970-08-09,1140.0,1097.81
D283,1970-07-27,1108.75,1109.2866752927155
D283,1970-07-28,1127.19,1107.5079966215283
D283,1970-07-29,1129.38,1108.6757703055664
D283,1970-07-30,1134.06,1107.1140956237812
D283,1970-07-31,1118.12,1103.6959054284605
D283,1970-08-01,1118.12,1103.6895052497173
D283,1970-08-02,1124.06,1105.62
D283,1970-08-03,1116.88,1109.2866752927155
D283,1970-08-04,1127.19,1107.5079966215283
D283,1970-08-05,1136.25,1108.6757703055664
D283,1970-08-06,1139.38,1107.1140956237812
D283,1970-08-07,1140.62,1103.6959054284605
D283,1970-08-08,1139.38,1103.6895052497173
D283,1970-08-09,1142.5,1105.62
D284,1970-09-07,1025.62,1020.366747814477
D284,1970-09-08,1021.56,1022.0459195722259
D284,1970-09-09,1025.31,1023.5298255574362
D284,1970-09-10,1023.75,1023.0304680699137
D284,1970-09-11,1020.31,1024.8532525328312
D284,1970-09-12,1024.38,1024.1936458815928
D284,1970-09-13,1019.38,1020.9399999999999
D284,1970-09-14,1023.75,1020.366747814477
D284,1970-09-15,1030.62,1022.0459195722259
D284,1970-09-16,1031.56,1023.5298255574362
D284,1970-09-17,1038.75,1023.0304680699137
D284,1970-09-18,1050.62,1024.8532525328312
D284,1970-09-19,1044.69,1024.1936458815928
D284,1970-09-20,1048.44,1020.9399999999999
D285,1972-02-15,1022.81,1024.9997103156138
D285,1972-02-16,1023.44,1025.829156482687
D285,1972-02-17,1025.0,1025.1314493850286
D285,1972-02-18,1020.0,1025.2797213824222
D285,1972-02-19,1025.31,1025.8519350365802
D285,1972-02-20,1019.38,1024.8926926838362
D285,1972-02-21,1023.75,1024.38
D285,1972-02-22,1030.0,1024.9997103156138
D285,1972-02-23,1033.75,1025.829156482687
D285,1972-02-24,1037.5,1025.1314493850286
D285,1972-02-25,1050.62,1025.2797213824222
D285,1972-02-26,1043.12,1025.8519350365802
D285,1972-02-27,1044.06,1024.8926926838362
D285,1972-02-28,1051.88,1024.38
D286,1970-06-28,1263.125,1273.42889323453
D286,1970-06-29,1263.125,1277.2087929051063
D286,1970-06-30,1263.125,1273.7222465548348
D286,1970-07-01,1240.0,1272.296552105402
D286,1970-07-02,1232.8125,1273.619655922271
D286,1970-07-03,1232.5,1273.274872635486
D286,1970-07-04,1232.5,1271.875
D286,1970-07-05,1234.0625,1273.42889323453
D286,1970-07-06,1210.9375,1277.2087929051063
D286,1970-07-07,1205.625,1273.7222465548348
D286,1970-07-08,1210.3125,1272.296552105402
D286,1970-07-09,1228.4375,1273.619655922271
D286,1970-07-10,1222.5,1273.274872635486
D286,1970-07-11,1222.5,1271.875
D287,1970-06-28,1266.25,1273.9874057443799
D287,1970-06-29,1263.125,1276.7288957325557
D287,1970-06-30,1267.1875,1274.348435555982
D287,1970-07-01,1240.0,1272.7706202512695
D287,1970-07-02,1232.8125,1273.85983880876
D287,1970-07-03,1235.9375,1273.5987924012738
D287,1970-07-04,1232.5,1271.875
D287,1970-07-05,1234.0625,1273.9874057443799
D287,1970-07-06,1210.9375,1276.7288957325557
D287,1970-07-07,1205.625,1274.348435555982
D287,1970-07-08,1210.3125,1272.7706202512695
D287,1970-07-09,1228.4375,1273.85983880876
D287,1970-07-10,1222.5,1273.5987924012738
D287,1970-07-11,1222.5,1271.875
D288,1970-06-28,1260.3125,1265.7205108457674
D288,1970-06-29,1256.25,1267.6797096528287
D288,1970-06-30,1263.125,1264.8711487720618
D288,1970-07-01,1240.0,1263.7366552198253
D288,1970-07-02,1232.8125,1265.7529242270336
D288,1970-07-03,1232.5,1265.174777745458
D288,1970-07-04,1230.3125,1263.125
D288,1970-07-05,1234.0625,1265.7205108457674
D288,1970-07-06,1210.9375,1267.6797096528287
D288,1970-07-07,1205.625,1264.8711487720618
D288,1970-07-08,1210.3125,1263.7366552198253
D288,1970-07-09,1228.4375,1265.7529242270336
D288,1970-07-10,1222.5,1265.174777745458
D288,1970-07-11,1222.5,1263.125
D289,1970-06-28,1260.3125,1266.446943344057
D289,1970-06-29,1256.25,1266.4273963860633
D289,1970-06-30,1267.1875,1264.6435339674647
D289,1970-07-01,1240.0,1264.0718765427698
D289,1970-07-02,1232.8125,1265.5124275667458
D289,1970-07-03,1235.9375,1265.2270420434768
D289,1970-07-04,1230.3125,1263.125
D289,1970-07-05,1234.0625,1266.446943344057
D289,1970-07-06,1210.9375,1266.4273963860633
D289,1970-07-07,1205.625,1264.6435339674647
D289,1970-07-08,1210.3125,1264.0718765427698
D289,1970-07-09,1228.4375,1265.5124275667458
D289,1970-07-10,1222.5,1265.2270420434768
D289,1970-07-11,1222.5,1263.125
D29,1972-10-03,6499.4,6400.2553187387975
D29,1972-10-04,6523.3,6397.7230755711225
D29,1972-10-05,6642.5,6406.31801064646
D29,1972-10-06,6712.1,6410.699467345528
D29,1972-10-07,6698.7,6409.645824872208
D29,1972-10-08,6921.3,6402.395177087977
D29,1972-10-09,6866.3,6409.0
D29,1972-10-10,6794.9,6400.2553187387975
D29,1972-10-11,6901.5,6397.7230755711225
D29,1972-10-12,6814.5,6406.31801064646
D29,1972-10-13,6758.2,6410.699467345528
D29,1972-10-14,6745.7,6409.645824872208
D29,1972-10-15,6756.1,6402.395177087977
D29,1972-10-16,6802.8,6409.0
D290,1971-11-07,9903.12,9937.443942164678
D290,1971-11-08,9946.88,9937.40364893184
D290,1971-11-09,9959.38,9928.978333042274
D290,1971-11-10,9968.75,9916.491229687625
D290,1971-11-11,9962.5,9920.132844430636
D290,1971-11-12,9925.0,9930.758076897451
D290,1971-11-13,9912.5,9931.25
D290,1971-11-14,9953.12,9937.443942164678
D290,1971-11-15,9946.88,9937.40364893184
D290,1971-11-16,9931.25,9928.978333042274
D290,1971-11-17,9953.12,9916.491229687625
D290,1971-11-18,9993.75,9920.132844430636
D290,1971-11-19,9987.5,9930.758076897451
D290,1971-11-20,10003.1,9931.25
D291,1971-11-07,9950.0,9936.489743822689
D291,1971-11-08,9975.0,9937.06620789752
D291,1971-11-09,9971.88,9922.333118038463
D291,1971-11-10,9971.88,9916.710029308082
D291,1971-11-11,9971.88,9916.424032633395
D291,1971-11-12,9934.38,9926.88338334841
D291,1971-11-13,9959.38,9934.38
D291,1971-11-14,9956.25,9936.489743822689
D291,1971-11-15,9953.12,9937.06620789752
D291,1971-11-16,9953.12,9922.333118038463
D291,1971-11-17,9996.88,9916.710029308082
D291,1971-11-18,10012.5,9916.424032633395
D291,1971-11-19,10018.8,9926.88338334841
D291,1971-11-20,10009.4,9934.38
D292,1971-11-07,9900.0,9899.706138868858
D292,1971-11-08,9943.75,9904.082148944924
D292,1971-11-09,9940.62,9891.304388933419
D292,1971-11-10,9959.38,9871.376793315942
D292,1971-11-11,9925.0,9884.546820127915
D292,1971-11-12,9900.0,9888.849220245324
D292,1971-11-13,9878.12,9896.88
D292,1971-11-14,9934.38,9899.706138868858
D292,1971-11-15,9925.0,9904.082148944924
D292,1971-11-16,9918.75,9891.304388933419
D292,1971-11-17,9940.62,9871.376793315942
D292,1971-11-18,9965.62,9884.546820127915
D292,1971-11-19,9975.0,9888.849220245324
D292,1971-11-20,9981.25,9896.88
D293,1971-11-07,9946.88,9898.280729467353
D293,1971-11-08,9959.38,9907.122366279622
D293,1971-11-09,9968.75,9887.531639511886
D293,1971-11-10,9965.62,9877.205240030806
D293,1971-11-11,9928.12,9882.88174976894
D293,1971-11-12,9909.38,9889.318227205089
D293,1971-11-13,9956.25,9900.0
D293,1971-11-14,9943.75,9898.280729467353
D293,1971-11-15,9934.38,9907.122366279622
D293,1971-11-16,9950.0,9887.531639511886
D293,1971-11-17,9993.75,9877.205240030806
D293,1971-11-18,9981.25,9882.88174976894
D293,1971-11-19,10015.6,9889.318227205089
D293,1971-11-20,10000.0,9900.0
D294,1970-10-24,10465.625,10485.514068862225
D294,1970-10-25,10362.5,10498.334693322759
D294,1970-10-26,10331.25,10501.49578188471
D294,1970-10-27,10287.5,10487.681380391028
D294,1970-10-28,10212.5,10500.936425598404
D294,1970-10-29,10256.25,10498.520955834561
D294,1970-10-30,10237.5,10496.875
D294,1970-10-31,10206.25,10485.514068862225
D294,1970-11-01,10212.5,10498.334693322759
D294,1970-11-02,10153.125,10501.49578188471
D294,1970-11-03,10140.625,10487.681380391028
D294,1970-11-04,10184.375,10500.936425598404
D294,1970-11-05,10278.125,10498.520955834561
D294,1970-11-06,10106.25,10496.875
D295,1971-11-14,8606.25,8592.974485958559
D295,1971-11-15,8609.38,8601.385719732889
D295,1971-11-16,8840.62,8594.338217368273
D295,1971-11-17,8828.12,8573.027297700986
D295,1971-11-18,8828.12,8571.163414774086
D295,1971-11-19,8846.88,8572.966932866522
D295,1971-11-20,8906.25,8581.25
D295,1971-11-21,8856.25,8592.974485958559
D295,1971-11-22,8875.0,8601.385719732889
D295,1971-11-23,8912.5,8594.338217368273
D295,1971-11-24,8881.25,8573.027297700986
D295,1971-11-25,8884.38,8571.163414774086
D295,1971-11-26,8828.12,8572.966932866522
D295,1971-11-27,8846.88,8581.25
D296,1971-11-14,8615.62,8641.464400459728
D296,1971-11-15,8890.62,8645.17562994211
D296,1971-11-16,8859.38,8634.40763510075
D296,1971-11-17,8912.5,8616.812013414165
D296,1971-11-18,8846.88,8613.488713325667
D296,1971-11-19,8921.88,8618.27902127025
D296,1971-11-20,8918.75,8631.25
D296,1971-11-21,8881.25,8641.464400459728
D296,1971-11-22,8984.38,8645.17562994211
D296,1971-11-23,8940.62,8634.40763510075
D296,1971-11-24,8893.75,8616.812013414165
D296,1971-11-25,8890.62,8613.488713325667
D296,1971-11-26,8853.12,8618.27902127025
D296,1971-11-27,8884.38,8631.25
D297,1971-11-14,8575.0,8579.109473085402
D297,1971-11-15,8603.12,8589.370435159486
D297,1971-11-16,8796.88,8574.083766689688
D297,1971-11-17,8818.75,8554.244972971468
D297,1971-11-18,8809.38,8557.601456757682
D297,1971-11-19,8803.12,8560.134006023221
D297,1971-11-20,8850.0,8571.88
D297,1971-11-21,8834.38,8579.109473085402
D297,1971-11-22,8875.0,8589.370435159486
D297,1971-11-23,8871.88,8574.083766689688
D297,1971-11-24,8850.0,8554.244972971468
D297,1971-11-25,8821.88,8557.601456757682
D297,1971-11-26,8818.75,8560.134006023221
D297,1971-11-27,8846.88,8571.88
D298,1971-11-14,8609.38,8611.640147404902
D298,1971-11-15,8818.75,8622.101147555255
D298,1971-11-16,8837.5,8603.209353259415
D298,1971-11-17,8834.38,8586.497490404174
D298,1971-11-18,8831.25,8587.999343883312
D298,1971-11-19,8912.5,8592.478166929208
D298,1971-11-20,8850.0,8606.25
D298,1971-11-21,8868.75,8611.640147404902
D298,1971-11-22,8918.75,8622.101147555255
D298,1971-11-23,8881.25,8603.209353259415
D298,1971-11-24,8884.38,8586.497490404174
D298,1971-11-25,8831.25,8587.999343883312
D298,1971-11-26,8840.62,8592.478166929208
D298,1971-11-27,8884.38,8606.25
D299,1971-11-12,9662.5,9650.582805550033
D299,1971-11-13,9706.25,9655.864085004307
D299,1971-11-14,9700.0,9638.619977535856
D299,1971-11-15,9712.5,9631.570319523871
D299,1971-11-16,9756.25,9631.004666253586
D299,1971-11-17,9762.5,9637.304870760334
D299,1971-11-18,9775.0,9646.88
D299,1971-11-19,9765.62,9650.582805550033
D299,1971-11-20,9778.12,9655.864085004307
D299,1971-11-21,9737.5,9638.619977535856
D299,1971-11-22,9784.38,9631.570319523871
D299,1971-11-23,9765.62,9631.004666253586
D299,1971-11-24,9759.38,9637.304870760334
D299,1971-11-25,9731.25,9646.88
D3,1970-05-11,1120.7,1120.247969159994
D3,1970-05-12,1117.9,1117.0712408141787
D3,1970-05-13,1115.1,1113.7653421335333
D3,1970-05-14,1112.3,1110.0513149162095
D3,1970-05-15,1109.5,1106.612348919862
D3,1970-05-16,1106.7,1103.2520279190755
D3,1970-05-17,1103.9,1123.5
D3,1970-05-18,1101.1,1120.247969159994
D3,1970-05-19,1098.3,1117.0712408141787
D3,1970-05-20,1095.5,1113.7653421335333
D3,1970-05-21,1092.7,1110.0513149162095
D3,1970-05-22,1089.9,1106.612348919862
D3,1970-05-23,1087.1,1103.2520279190755
D3,1970-05-24,1084.3,1123.5
